,date,content,retweetCount,coordinates
526,2021-11-20 09:44:34+00:00,Perchée sur ses talons 👠 à Ville de Paris https://t.co/OYJe3pScxA,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
527,2021-11-20 09:43:42+00:00,Rétro ! à Ville de Paris https://t.co/6dB470bjqQ,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
528,2021-11-20 09:27:59+00:00,"La Nuit en Rose [3-3]
{ Hekla / Big Easy / Apollo }
#hipstamatic #parisjetaime @ Ville de Paris https://t.co/CPa0RCbLzR",0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
529,2021-11-20 09:05:12+00:00,Assorti aux rayures… à Ville de Paris https://t.co/pNcZEVblGq,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
530,2021-11-20 09:04:30+00:00,Interdit 🚫 ♥️ à Ville de Paris https://t.co/uXVYhBzxAE,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
531,2021-11-20 09:03:44+00:00,Toujours en balade sur les toits ce génie 🧞‍♀️ #bastille à Ville de Paris https://t.co/nsv1YlbMRv,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
532,2021-11-20 08:42:51+00:00,"Gare de Lyon….
#sncf à Ville de Paris https://t.co/ve20Eg2FRj",0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
533,2021-11-20 08:42:12+00:00,Skateboard 🛹 suite … à Ville de Paris https://t.co/ZpcVF1RMD8,1,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
534,2021-11-20 08:41:35+00:00,Skateboard 🛹 à Ville de Paris https://t.co/rqx4OeIXlo,1,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
535,2021-11-20 08:02:09+00:00,Sur le quai @ratp #metro à Ville de Paris https://t.co/rEujIMNfxg,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
536,2021-11-20 08:01:29+00:00,Le bout du tunnel…. #ratp à Ville de Paris https://t.co/0wQUHhvs2a,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
537,2021-11-20 08:00:08+00:00,"Un café ☕️ avant tout !
#cafe à Ville de Paris https://t.co/dnD34l6yMJ",0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
538,2021-11-19 18:03:09+00:00,¿ Back or From ? à Ville de Paris https://t.co/mGC0nYE98f,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
539,2021-11-19 16:22:35+00:00,"🇪🇺Excellente journée de militantisme local à l’Hôtel de Ville de Paris! 
Notre secrétaire générale Silvia Romano avec le porte-parole de l’@UEF_France Hervé Moritz à la journée #VilleEuropeenne .
#ToFedEU https://t.co/IoKyyaN6IB",6,"{'longitude': 2.352372407913208, 'latitude': 48.85647757431556}"
540,2021-11-19 16:13:01+00:00,"Un immense merci à toutes les personnalités, entreprises, partenaires et sportifs présents pour le Dîner Gala #Handisport 2021 dans le cadre magique  de l’Hôtel de Ville @Paris - Réunis pour célébrer ensemble nos champions de Tokyo et ceux qui illumineront les Jeux de demain 🔥 https://t.co/WvSWEzFNx8",10,"{'longitude': 2.352372407913208, 'latitude': 48.85647757431556}"
541,2021-11-19 11:41:01+00:00,"La Nuit en Rose [2-3]
{ Hekla / Big Easy / Apollo }
#hipstamatic #fluctuatnecmergitur @ Ville de Paris https://t.co/IhXgbWxWYG",0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
542,2021-11-19 10:34:19+00:00,"Journée à la Mairie de Paris sur le label @VilleEuropeenne avec @AdrienNaizet. L'objectif est de travailler avec les associations et communes du label pour faire vivre l'Europe au niveau local. Plein d'échanges et de bonnes idées !
#VilleEuropeenne https://t.co/twfYSgyhyo",6,"{'longitude': 2.352372407913208, 'latitude': 48.85647757431556}"
543,2021-11-19 09:17:25+00:00,"""Les communes et le projet européen ont en commun de permettre à leurs citoyens de prendre en main leur destin. C'est tout l'objet du #fédéralisme"" : François Leray, président @UEF_France en ouverture de la journée Label #VilleEuropeenne à l'Hôtel de Ville de #Paris. #ToFedEU https://t.co/SuZGLY0z2o",10,"{'longitude': 2.352372407913208, 'latitude': 48.85647757431556}"
544,2021-11-18 15:37:51+00:00,La ville de #Paris va officiellement demander aux régies publicitaires de son territoire de renoncer à toute publicité faisant la promotion du #blackfriday. Ces promotions ravagent la planète sans rendre les gens plus heureux. https://t.co/6j0sXQpGGe,13,"{'longitude': 2.351656181823647, 'latitude': 48.85700999748231}"
545,2021-11-18 15:24:08+00:00,"I spoke at @govsingapore's #WorldCitiesSummit #WCS to recall @Paris' role as a #globalcity in the face of new global challenges, especially environmental ones, which earned #Paris the @UN Global Climate Action Award as a #Climate Leader city for its 2050 carbon nautrality goal 🌍",0,"{'longitude': 2.352372407913208, 'latitude': 48.85647757431556}"
546,2021-11-18 14:50:51+00:00,"Je suis intervenu lors du #WorldCitiesSummit #WCS de @govsingapore pour rappeler le rôle de @Paris en tant que ville globale face aux nouveaux défis mondiaux, notamment environnementaux, qui a valu à #Paris le @UN Global Climate Award de l'@ONU_fr comme ville leader du #Climat 🌍 https://t.co/lrplKtphg4",2,"{'longitude': 2.352372407913208, 'latitude': 48.85647757431556}"
547,2021-11-18 10:04:40+00:00,"La Nuit en Rose [1-3]
{ Hekla / Big Easy / Apollo }
#hipstamatic #parisjetaime @ Ville de Paris https://t.co/EBuorDnKt6",0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
548,2021-11-17 19:45:02+00:00,#Carpool #Paris -&gt; #Barcelona rideshare https://t.co/JoYumyWeuS,0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
549,2021-11-16 14:53:05+00:00,Vient de publier une photo à Ville de Paris https://t.co/gU4IECkSGB,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
550,2021-11-15 10:56:52+00:00,Mon image du jour  ... Bonne journée 📷 @villederueil 📱 #imagedujour 🍁🍂 à Ville de Paris https://t.co/nTwkslCDWh,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
551,2021-11-14 16:07:30+00:00,Mon image d’hier soir ... Bonsoir 📷📲 @paris_maville 👈🏻 #imagedusoir à Ville de Paris https://t.co/PB3vhVJ5cw,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
552,2021-11-14 11:56:03+00:00,"En passant par le lac Daumesnil… 2/2
#daumesnil à Ville de Paris https://t.co/jP2zm9FPFh",0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
553,2021-11-14 11:55:09+00:00,"En passant par le lac Daumesnil… 1/2
#daumesnil à Ville de Paris https://t.co/3Y9D3aTxxM",0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
554,2021-11-14 10:22:29+00:00,"Fluctuat [3-3]
{ Hagåtña / RTV / Triple crown }
#hipstamatic #parisjetaime @ Ville de Paris https://t.co/tyaYHdXuMi",0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
555,2021-11-13 16:12:29+00:00,"Sens interdit ⛔️ ! 
#manifestation à Ville de Paris https://t.co/ZhENYdBQFG",0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
556,2021-11-13 15:14:52+00:00,Mon image du soir (voir d’un matin 😉)  ... Bonsoir 📷📲 @paris_maville 👈🏻 #imagedusoir à Ville de Paris https://t.co/GTHmZvMGhY,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
557,2021-11-13 14:40:09+00:00,Hôtel de Ville de #Paris #France en Hôtel de ville de Paris https://t.co/GivEwgjmgF,0,"{'longitude': 2.3521632, 'latitude': 48.85639331}"
558,2021-11-13 13:56:35+00:00,Façade parisienne à Ville de Paris https://t.co/H0xp2qYNvH,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
559,2021-11-13 13:24:34+00:00,"I'm at Ayuntamiento de París in Paris, Île-de-France https://t.co/1q0HYvKqDc",0,"{'longitude': 2.35237241, 'latitude': 48.85647757}"
560,2021-11-13 12:53:10+00:00,"Fluctuat [2-3]
{ Hagåtña / RTV / Triple crown }
#hipstamatic #parisjetaime @ Ville de Paris https://t.co/f7so6pgkBm",0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
561,2021-11-12 15:11:01+00:00,Mon image du soir ... Bonsoir 📷📲 @paris_maville 👈🏻 #imagedusoir 🧞‍♂️ à Ville de Paris https://t.co/m1K9dzEAVb,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
562,2021-11-12 11:27:29+00:00,"Fluctuat [1-3]
{ Hagåtña / Neo noir 83 + RTV / Tasty Pop }
#hipstamatic #parisjetaime @ Ville de Paris https://t.co/KmVPrfQHgW",0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
563,2021-11-12 10:28:13+00:00,Jouer avec des filtres de couleurs devant l’objectif… découpage de pochettes translucides colorées … Rigolo 😁 à Ville de Paris https://t.co/Wao7JM0m0s,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
564,2021-11-12 10:17:01+00:00,Encore quelques fruits de lumière 💡 à Ville de Paris https://t.co/vngftzPH1n,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
565,2021-11-12 10:03:35+00:00,Vient de publier une photo à Hôtel de ville de Paris https://t.co/AUMz1Uhju4,0,"{'longitude': 2.3521632, 'latitude': 48.85639331}"
566,2021-11-12 09:37:24+00:00,#paris en Ville de Paris https://t.co/YCAoutE6mR,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
567,2021-11-12 08:45:40+00:00,Essais … fuites de lumières…  💡 à Ville de Paris https://t.co/EyUf1NcZjw,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
568,2021-11-11 10:09:48+00:00,Uma feliz quinta-feira pra você! #paris #parisrua #parisfrança à Ville de Paris https://t.co/4BJyhfzhpy,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
569,2021-11-11 08:44:23+00:00,"République [ 3-3 ]
{ Yuri 61 / Ringmaster 71 / Apollo }
#hipstamatic #parisjetaime @ Ville de Paris https://t.co/KkvCMEaZUA",0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
570,2021-11-10 18:23:59+00:00,Vient de publier une photo à Ville de Paris https://t.co/vCtuONjTrB,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
571,2021-11-10 18:09:10+00:00,"🏛 A la remise des prix de la laïcité @comitelaicite 2020 2021 à l’Hotel de ville. @Paris comme ailleurs, il est toujours de bon aloi d’entrer nombreux dans la maison commune pour y célébrer ses valeurs ⚖️ https://t.co/Qbd9bcAYaa",2,"{'longitude': 2.3528820276260376, 'latitude': 48.856507905992295}"
572,2021-11-10 12:57:00+00:00,"République [ 2-3 ]
{ #sandiegohipstapak }
#hipstamatic #parisjetaime @ Ville de Paris https://t.co/RretFrvLqr",0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
573,2021-11-10 07:51:57+00:00,"Have those who keep talking about #autumn in New York tried autumn in #Paris? 
#france #paris #autumn @ Ville de Paris https://t.co/EC5VDZxFAv",0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
574,2021-11-09 12:57:30+00:00,"République [ 1-3 ]
{ Peale / Neo Noir + Robusta }
#hipstamatic #parisjetaime @ Ville de Paris https://t.co/e8y2BUxgFJ",0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
575,2021-11-09 09:55:11+00:00,Passed by City Hall last week. Bastille monument and its area. @ Hôtel de ville de Paris https://t.co/HNfjfbRXW7,0,"{'longitude': 2.3521632, 'latitude': 48.85639331}"
576,2021-11-08 19:42:09+00:00,"« La prochaine nuit de la solidarité aura lieu dans la nuit du 21 au 22 janvier en même temps que le prochain grand recensement INSEE avec un focus sur les personnes à la rue. »

@LeaFiloche @Paris 

#NuitDeLaSolidarité
#UneNuitQuiCompte https://t.co/rQAWL3oai0",3,"{'longitude': 2.352372407913208, 'latitude': 48.85647757431556}"
577,2021-11-08 19:18:04+00:00,"« Paris est passée de 11.000 repas distribués par jour avant la crise à 22.000 »

@LeaFiloche @Paris

#NuitDeLaSolidarité
#UneNuitQuiCompte https://t.co/65giHNmE3v",3,"{'longitude': 2.352372407913208, 'latitude': 48.85647757431556}"
578,2021-11-08 10:17:03+00:00,Mon image du jour  ... Bonne journée 📷 @paris_maville 📱 #imagedujour à Ville de Paris https://t.co/8u5kBASb0b,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
579,2021-11-07 17:58:03+00:00,Un petit bal ✨ #grandbaldesfiertes @mag_jeunes_lgbt @Paris #LGBTQIAIsMe https://t.co/dKVkdhwcFx,0,"{'longitude': 2.352372407913208, 'latitude': 48.85647757431556}"
580,2021-11-07 15:31:41+00:00,Vient de publier une vidéo à Ville de Paris https://t.co/eHlIGq0qwj,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
581,2021-11-07 14:43:42+00:00,À l’envers sous le pont de #bercy à Ville de Paris https://t.co/9eBTekw4Ta,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
582,2021-11-07 14:38:05+00:00,En montée ligne 6 …. #ratp à Ville de Paris https://t.co/TGMxnfIfPf,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
583,2021-11-07 14:36:38+00:00,Entre les arcades du pont du  #Bercy à Ville de Paris https://t.co/nMmAePNyb0,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
584,2021-11-07 14:35:41+00:00,"Derrière la grille …
#bnf à Ville de Paris https://t.co/WyG2OAeCKz",0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
585,2021-11-07 14:34:53+00:00,"Le bon sens …➡️
#bnf à Ville de Paris https://t.co/paUTCQcIvR",0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
586,2021-11-07 14:33:28+00:00,"Mais que fait-il ?
#bnf à Ville de Paris https://t.co/yop6XrpCDz",0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
587,2021-11-07 12:05:13+00:00,Depois da longa Viagem 🇦🇴🇦🇴🇦🇴🇨🇵🇨🇵🇨🇵 à Ville de Paris https://t.co/Pm9KCR0EVj,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
588,2021-11-07 09:43:56+00:00,Passage en #Brocante… à Ville de Paris https://t.co/vwAnIW0w7d,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
589,2021-11-07 09:41:53+00:00,"Passage en Brocante… 3/3
#bettyboop à Ville de Paris https://t.co/I086TKMv6S",0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
590,2021-11-07 09:36:39+00:00,"De Passage [3-3]
{ Beard / Rock BW-11 }
#hipstamatic #parisjetaime @ Ville de Paris https://t.co/cJkfJ33oAu",0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
591,2021-11-07 09:24:09+00:00,Passage en Brocante … 2/3 à Ville de Paris https://t.co/kFtra6lDa1,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
592,2021-11-06 14:05:37+00:00,"À #Paris retrouver le Grand Colibri @EricPiolle et la camaradollègue @MargotBelair au rassemblement pour la #justice climatique : les riches sont les premiers responsables du réchauffement climatique, les pauvres en subissent les conséquences. #MakeEarthGreatAgain #EatTheRich https://t.co/zbk1C94jqR",13,"{'longitude': 2.352372407913208, 'latitude': 48.85647757431556}"
593,2021-11-06 13:52:59+00:00,". #COP26
Ambiance solidaire ce midi à Paris
#ClimateJustice #ActionClimat #JusticeClimatique https://t.co/r73h4TlAmA",2,"{'longitude': 2.351656181823647, 'latitude': 48.85700999748231}"
594,2021-11-06 13:00:05+00:00,"La mobilisation monte pour le #Climat à Paris en marge de la #COP26 

Aux dirigeants des pays riches qui optent pour la politique de l’autruche : 
sortez la tête du sol, mais laissez y les combustibles fossiles ! https://t.co/Qw5UYrmulf",16,"{'longitude': 2.352372407913208, 'latitude': 48.85647757431556}"
595,2021-11-06 12:12:34+00:00,Les élu-e-s.du #PoleEcologiste rassemblés pour la #JusticeClimatique devant l'Hôtel de Ville de Paris ! https://t.co/aFNgZQpTwX,10,"{'longitude': 2.352372407913208, 'latitude': 48.85647757431556}"
596,2021-11-06 11:39:30+00:00,"Le rassemblement contre le dérèglement climatique commence à Paris
#ClimateAction #EELV https://t.co/CBosnBamjG",1,"{'longitude': 2.351656181823647, 'latitude': 48.85700999748231}"
597,2021-11-06 10:47:23+00:00,"De Passage [2-3]
{ Beard / Rock BW-11 }
#hipstamatic #parisjetaime @ Ville de Paris https://t.co/jXGmzyKS6d",0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
598,2021-11-06 08:03:38+00:00,Mon image du jour  ... Bonne journée 📷 @paris_maville 📱 #imagedujour à Ville de Paris https://t.co/7uF3mAnHYV,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
599,2021-11-05 18:23:25+00:00,halloween 21’🖤 à Ville de Paris https://t.co/Ue5AVoR4Fd,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
600,2021-11-05 16:30:26+00:00,Mon image du soir ... Bonsoir 📷📲 @paris_maville 👈🏻 #imagedusoir à Ville de Paris https://t.co/soqE5aI07d,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
601,2021-11-05 10:00:03+00:00,#Carpool #Paris -&gt; #London rideshare #splitcosts https://t.co/dotrzhiBOM,0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
602,2021-11-05 09:36:07+00:00,"Saut de puce à #Paris pour les rencontres ""Sans #Transition"" de @Francelibertes. Introduction par @cmoreldarleux avant l'exposé de la situation géophysique par Hervé Le Treut : notre futur est déjà engagé, l'#anticipation &amp; l'#adaptation sont impératifs.
👉https://t.co/FhSqBnCHMy https://t.co/yv6mRUlbi6",5,"{'longitude': 2.352372407913208, 'latitude': 48.85647757431556}"
603,2021-11-05 08:31:46+00:00,"De Passage [1-3]
{ Beard / Rock BW-11 }
#hipstamatic #parisjetaime @ Ville de Paris https://t.co/fh2WvsPzkv",0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
604,2021-11-04 15:36:45+00:00,"Magique est Paris [3-3]
{ Loftus / Ina’s 1935 / Triple Crown }
#hipstamatic #parisjetaime @ Ville de Paris https://t.co/UWRSKJ2cBj",0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
605,2021-11-04 09:33:08+00:00,"Ce matin présente pour le lancement de la 6e promo de TECH CARE PARIS pour découvrir les 16 nouvelles startups lauréates - ouverture par Loïc Dosseur, DG de @Paris_and_Co et par Sana Bouyahia, Responsable de la plateforme @TechCare_Paris 👏 https://t.co/WTmE4ZDUmn",2,"{'longitude': 2.352372407913208, 'latitude': 48.85647757431556}"
606,2021-11-03 12:28:28+00:00,"Magique est Paris [2-3]
{ Loftus / Ina’s 1935 / Triple Crown }
#hipstamatic #parisjetaime @ Ville de Paris https://t.co/ziyFdK1ABO",0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
607,2021-11-02 23:43:46+00:00,Outside @yohjiyamamotoofficial show at Hôtel Seville de Paris 🇫🇷 October 2021 during #PFW #8and2Paris @ Hôtel de ville de Paris https://t.co/wyiGT1TqQl,0,"{'longitude': 2.3521632, 'latitude': 48.85639331}"
608,2021-11-02 18:03:26+00:00,"Magique est Paris [1-3]
{ Loftus / Ina’s 1935 / Triple Crown }
#hipstamatic #parisjetaime @ Ville de Paris https://t.co/srBT5m3lq4",0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
609,2021-11-02 16:21:31+00:00,"Museum pass and free guide pamphlets! (@ Paris Tourist Office - @parisjetaime in Paris, Île-de-France) https://t.co/CQ8YIopoNN https://t.co/cxH7xi55kn",0,"{'longitude': 2.35274792, 'latitude': 48.85698582}"
610,2021-11-02 11:54:49+00:00,Vient de publier une photo à Hôtel de ville de Paris https://t.co/Z3aaaVBcHZ,0,"{'longitude': 2.3521632, 'latitude': 48.85639331}"
611,2021-11-01 17:00:54+00:00,"Solo se vive una vez.  
Pero si lo haces bien.  
Una vez es suficiente @ Hôtel de ville de Paris https://t.co/HBfmEzZzd1",0,"{'longitude': 2.3521632, 'latitude': 48.85639331}"
612,2021-11-01 12:48:08+00:00,Vient de publier une photo à Hôtel de ville de Paris https://t.co/sWGcvvX1SH,0,"{'longitude': 2.3521632, 'latitude': 48.85639331}"
613,2021-11-01 09:55:19+00:00,"Les gens n’ont pas réussi à trouver nos personnages 🤦🏽‍♂️ 
Swipe&gt; 
#happyhalloween @ Ville de Paris https://t.co/TA0nWIhWey",0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
614,2021-11-01 07:50:10+00:00,Vient de publier une photo à Ville de Paris https://t.co/1dvf5SvHo3,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
